"scenario id","scen name","pub name","first side result","second side name","second side result","url link"
"{AoO2} 28",Ambush!,"Armies of Oblivion II",Bulgarian,0,Partisan,2,https://vasl-templates.org/services/roar/5815
"{AoO2} 29","The Globus Raid","Armies of Oblivion II",German,0,Partisan,0,https://vasl-templates.org/services/roar/5816
"{AoO2} 30","Sylvan Death","Armies of Oblivion II",German,1,Partisan,1,https://vasl-templates.org/services/roar/5817
"{AoO2} 31","The Old Town","Armies of Oblivion II",Partisan,0,German,0,https://vasl-templates.org/services/roar/5818
"{AoO2} 32","Subterranean Quarry","Armies of Oblivion II",Romanian,4,Partisan,2,https://vasl-templates.org/services/roar/5819
"{AoO2} 33","The Cossacks Are Coming","Armies of Oblivion II",Croat/German,1,Partisan,1,https://vasl-templates.org/services/roar/5828
"{AoO2} 34","A New Kind of Foe","Armies of Oblivion II",Partisan/Russian,1,German,1,https://vasl-templates.org/services/roar/5821
"{AoO2} 111","Balkan Sideshow","Armies of Oblivion II",Yugoslav,0,Hungarian,0,https://vasl-templates.org/services/roar/5822
"{AoO2} 112","Out of Cowardice","Armies of Oblivion II",Hungarian,1,Yugoslav,3,https://vasl-templates.org/services/roar/5823
"{AoO2} 113","Liberating Bessarabia","Armies of Oblivion II",Russian,0,Romanian,1,https://vasl-templates.org/services/roar/5824
"{AoO2} 114","Cautious Crusaders","Armies of Oblivion II",Russian,1,Slovak,0,https://vasl-templates.org/services/roar/5825
"{AoO2} 115","Huns of Steel","Armies of Oblivion II",Hungarian,0,Russian,0,https://vasl-templates.org/services/roar/5826
"{AoO2} 116","The Sixth Blow","Armies of Oblivion II",Partisan/Russian,0,German/Hungarian,1,https://vasl-templates.org/services/roar/5829
"{AoO2} 117","With Tigers on Their Tail","Armies of Oblivion II",Hungarian,0,Russian,0,https://vasl-templates.org/services/roar/5830
"{AoO2} 118","Downsizing the Uprising","Armies of Oblivion II",German,0,Slovak,0,https://vasl-templates.org/services/roar/5831
"{AoO2} 119","Ancient Feud","Armies of Oblivion II",Romanian,0,Hungarian,0,https://vasl-templates.org/services/roar/5832
"{AoO2} 120","Return to Sender","Armies of Oblivion II",Bulgarian,0,German,0,https://vasl-templates.org/services/roar/5833
"{AoO2} 121","End Station Budapest","Armies of Oblivion II",Romanian,0,Hungarian,0,https://vasl-templates.org/services/roar/5834
"{AoO2} 122","Extracurricular Activity","Armies of Oblivion II",Russian,0,Hungarian,5,https://vasl-templates.org/services/roar/5835
"{AoO2} 219","Blood Enemies","Armies of Oblivion II",Yugoslav,1,Croatian,0,https://vasl-templates.org/services/roar/5836
"{AoO2} 220","They Fired on Odessa","Armies of Oblivion II",Russian,0,Romanian,1,https://vasl-templates.org/services/roar/5837
"{AoO2} 221","Mountain Hunters","Armies of Oblivion II",German/Romanian,1,Russian,0,https://vasl-templates.org/services/roar/5838
"{AoO2} 222","Bloody Nose","Armies of Oblivion II",German/Romanian,1,Russian,3,https://vasl-templates.org/services/roar/5839
"{AoO2} 223","Reaping Rewards","Armies of Oblivion II",Russian,0,Romanian,0,https://vasl-templates.org/services/roar/5840
"{AoO2} 224","Beachhead at Ozereyka Bay","Armies of Oblivion II",German/Romanian,0,Russian,0,https://vasl-templates.org/services/roar/5841
"{AoO2} 225","Paole Zion","Armies of Oblivion II",Partisan,1,"German/Axis Minor",0,https://vasl-templates.org/services/roar/5842
"{AoO2} 226","Operation Schwarz","Armies of Oblivion II",Croatian,0,Partisan,0,https://vasl-templates.org/services/roar/5843
"{AoO2} 227","Danica Air","Armies of Oblivion II",Croatian,1,Partisan,0,https://vasl-templates.org/services/roar/5844
"{AoO2} 228","Break for Hungary","Armies of Oblivion II",Croatian,2,Partisan,0,https://vasl-templates.org/services/roar/5845
"{AoO2} 229","Retrained and Rearmed","Armies of Oblivion II",Slovak,1,German,1,https://vasl-templates.org/services/roar/5846
"{AoO2} 230","Prelude to Dying","Armies of Oblivion II",Croatian,0,Partisan,0,https://vasl-templates.org/services/roar/5847
D1,"Guryev's Headquarters","Streets of Fire",German,86,Russian,102,https://vasl-templates.org/services/roar/83
D2,Berserk!,"Streets of Fire",German,27,Russian,48,https://vasl-templates.org/services/roar/84
D3,"Storming the Factory","Streets of Fire",German,42,Russian,24,https://vasl-templates.org/services/roar/85
D4,"First to Strike","Streets of Fire",Russian,37,German,35,https://vasl-templates.org/services/roar/86
D5,"Little Stalingrad","Streets of Fire",German,19,Russian,21,https://vasl-templates.org/services/roar/87
D6,"Draconian Measures","Streets of Fire",German,32,Russian,22,https://vasl-templates.org/services/roar/88
D7,"With Flame and Shell","Streets of Fire",German,35,Russian,27,https://vasl-templates.org/services/roar/89
D8,"The Schoolhouse","Streets of Fire",German,18,Russian,37,https://vasl-templates.org/services/roar/90
D9,"Preparing the Way","Streets of Fire",Russian,30,German,22,https://vasl-templates.org/services/roar/91
D10,"The Final Battle","Streets of Fire",German,27,Russian,9,https://vasl-templates.org/services/roar/92
D11,"Ripe Pickings","Hedgerow Hell",American,15,German,52,https://vasl-templates.org/services/roar/93
D12,Repulsed,"Hedgerow Hell",American,20,German,14,https://vasl-templates.org/services/roar/94
D13,"Bogged Down","Hedgerow Hell",American,20,German,23,https://vasl-templates.org/services/roar/95
D14,"Buying the Farm","Hedgerow Hell",German,4,American,10,https://vasl-templates.org/services/roar/96
D15,"Barkmann's Corner","Hedgerow Hell",American,19,German,25,https://vasl-templates.org/services/roar/97
D16,"Clay Pigeons","Hedgerow Hell",American,7,German,11,https://vasl-templates.org/services/roar/98
D17,"They're Coming!","Hedgerow Hell",American,23,German,4,https://vasl-templates.org/services/roar/99
D18,"King of the Hill","Hedgerow Hell",German,17,American,16,https://vasl-templates.org/services/roar/100
RB1,"One Down, Two to Go","Red Barricades",German,43,Russian,47,https://vasl-templates.org/services/roar/101
RB2,"Blood and Guts","Red Barricades",German,65,Russian,38,https://vasl-templates.org/services/roar/102
RB3,"Bread Factory #2","Red Barricades",German,161,Russian,144,https://vasl-templates.org/services/roar/103
RB4,"To the Rescue","Red Barricades",German,53,Russian,58,https://vasl-templates.org/services/roar/104
RB5,"The Last Bid","Red Barricades",German,33,Russian,19,https://vasl-templates.org/services/roar/105
RB6,"Turned Away","Red Barricades",German,97,Russian,121,https://vasl-templates.org/services/roar/106
RB7,"The Red House","Red Barricades",Russian,33,German,35,https://vasl-templates.org/services/roar/107
RB-I,"Into the Factory","Red Barricades",Russian,18,German,17,https://vasl-templates.org/services/roar/108
RB-II,"Operation Hubertus","Red Barricades",German,20,Russian,11,https://vasl-templates.org/services/roar/109
RB-III,"The Barrikady","Red Barricades",German,50,Russian,48,https://vasl-templates.org/services/roar/110
RB8,"Fire on the Volga","Red Factories",German,1,Russian,1,https://vasl-templates.org/services/roar/5959
RB9,"Ghosts in the Rubble","Red Factories",Russian,0,German,1,https://vasl-templates.org/services/roar/5960
RB10,"The Commissar’s House","Red Factories",German,2,Russian,2,https://vasl-templates.org/services/roar/5961
RB11,"Oh Joy!","Red Factories",Russian,4,German,2,https://vasl-templates.org/services/roar/5962
RB12,"The 138 of the 138th","Red Factories",German,3,Russian,0,https://vasl-templates.org/services/roar/5956
RB13,"Sandbanks of the Volga","Red Factories",Russian,1,German,2,https://vasl-templates.org/services/roar/5957
RB14,"Anchoring the Line","Red Factories",German,3,Russian,2,https://vasl-templates.org/services/roar/5958
RB5/RO5,"Combined The Last Bid/Men of Steel","Red Factories",German,0,Russian,0,https://vasl-templates.org/services/roar/6141
RF-I,"Red Factories","Red Factories",Russian,0,German,0,https://vasl-templates.org/services/roar/6140
RO1,"Blood on the Tracks","Red Factories",Russian,14,German,2,https://vasl-templates.org/services/roar/5934
RO2,"Second Step","Red Factories",German,1,Russian,7,https://vasl-templates.org/services/roar/5935
RO3,"Defenders of Stalingrad","Red Factories",Russian,18,German,6,https://vasl-templates.org/services/roar/5936
RO4,"The Martinofen","Red Factories",German,5,Russian,2,https://vasl-templates.org/services/roar/5937
RO5,"Men of Steel","Red Factories",Russian,1,German,0,https://vasl-templates.org/services/roar/5938
RO6,"The Playing Field","Red Factories",German,10,Russian,12,https://vasl-templates.org/services/roar/5939
RO7,"Stone Age Caves","Red Factories",German,4,Russian,8,https://vasl-templates.org/services/roar/5940
RO-I,X-TAG,"Red Factories",German,7,Russian,0,https://vasl-templates.org/services/roar/6115
RO-II,"Oktyabr's Hubertus","Red Factories",German,0,Russian,0,https://vasl-templates.org/services/roar/6116
RO-III,"A Party in Our Streets","Red Factories",German,0,Russian,0,https://vasl-templates.org/services/roar/6117
"{RF} RB1","One Down, Two to Go","Red Factories",Russian,1,German,4,https://vasl-templates.org/services/roar/5963
"{RF} RB2","Blood and Guts","Red Factories",German,1,Russian,1,https://vasl-templates.org/services/roar/5964
"{RF} RB3","Bread Factory #2","Red Factories",German,8,Russian,5,https://vasl-templates.org/services/roar/5965
"{RF} RB4","To the Rescue","Red Factories",German,4,Russian,3,https://vasl-templates.org/services/roar/5966
"{RF} RB5","The Last Bid","Red Factories",German,0,Russian,0,https://vasl-templates.org/services/roar/5967
"{RF} RB6","Turned Away","Red Factories",Russian,2,German,2,https://vasl-templates.org/services/roar/5968
"{RF} RB7","The Red House","Red Factories",Russian,0,German,0,https://vasl-templates.org/services/roar/5969
"{RF} RB-I","Into the Factory","Red Factories",Russian,0,German,0,https://vasl-templates.org/services/roar/6111
"{RF} RB-II","Operation Hubertus","Red Factories",Russian,0,German,0,https://vasl-templates.org/services/roar/6112
"{RF} RB-III","The Barrikady","Red Factories",Russian,0,German,0,https://vasl-templates.org/services/roar/6113
"{RF} RB-IV","Bled White","Red Factories",German,0,Russian,0,https://vasl-templates.org/services/roar/6114
KGP1,"Shadows of Death","Kampfgruppe Peiper I",American,24,German,7,https://vasl-templates.org/services/roar/111
KGP2,"Festung St. Edouard","Kampfgruppe Peiper I",German,38,American,22,https://vasl-templates.org/services/roar/112
KGP3,"Panthers in the Mist","Kampfgruppe Peiper I",German,58,American,52,https://vasl-templates.org/services/roar/113
KGP4,"Chapelle Ste. Anne","Kampfgruppe Peiper I",German,45,American,47,https://vasl-templates.org/services/roar/114
KGP-I,"Clash at Stoumont","Kampfgruppe Peiper I",German,26,American,26,https://vasl-templates.org/services/roar/115
KGP5,"Marechal's Mill","Kampfgruppe Peiper II",German,17,American,27,https://vasl-templates.org/services/roar/116
KGP6,"Probing the Villas","Kampfgruppe Peiper II",American,8,German,20,https://vasl-templates.org/services/roar/117
KGP7,"The Bridge at Cheneux","Kampfgruppe Peiper II",German,38,American,26,https://vasl-templates.org/services/roar/118
KGP8,"Les Montis","Kampfgruppe Peiper II",German,9,American,8,https://vasl-templates.org/services/roar/119
KGP9,"Carnage in the Night","Kampfgruppe Peiper II",American,11,German,12,https://vasl-templates.org/services/roar/120
KGP10,"Peiper's Last Gasp","Kampfgruppe Peiper II",German,10,American,25,https://vasl-templates.org/services/roar/121
KGP11,"Beast at Bay","Kampfgruppe Peiper II",German,14,American,8,https://vasl-templates.org/services/roar/122
KGP-II,"The Bridge at Cheneux","Kampfgruppe Peiper II",German,17,American,39,https://vasl-templates.org/services/roar/123
KGP-III,"Decision at La Gleize","Kampfgruppe Peiper II",American,5,German,8,https://vasl-templates.org/services/roar/124
PB1,"Ham and Bloody Jam","Pegasus Bridge",British,34,German,28,https://vasl-templates.org/services/roar/1039
PB2,"Howard's Men","Pegasus Bridge",German,27,British,27,https://vasl-templates.org/services/roar/1040
PB3,Piecemeal,"Pegasus Bridge",British,43,German,41,https://vasl-templates.org/services/roar/1041
PB4,"Killean's Red","Pegasus Bridge",British,61,German,29,https://vasl-templates.org/services/roar/1042
PB5,"Taylor Made Defense","Pegasus Bridge",German,36,British,29,https://vasl-templates.org/services/roar/1043
PB6,"It's About Time","Pegasus Bridge",German,10,British,9,https://vasl-templates.org/services/roar/1044
PB-I,"Coup de main","Pegasus Bridge",British,34,German,35,https://vasl-templates.org/services/roar/1045
PB-II,"Hold Until Relieved","Pegasus Bridge",British,5,German,11,https://vasl-templates.org/services/roar/1046
ABTF1,"The Prize","A Bridge Too Far",British,20,German,15,https://vasl-templates.org/services/roar/1366
ABTF2,"Graebner's Folly","A Bridge Too Far",British,9,German,9,https://vasl-templates.org/services/roar/1365
ABTF3,"Late for Mass","A Bridge Too Far",British,11,German,25,https://vasl-templates.org/services/roar/1368
ABTF4,"First Threat","A Bridge Too Far",German,39,British,29,https://vasl-templates.org/services/roar/1369
ABTF5,"Tigers to the Bridge!","A Bridge Too Far",British,13,German,21,https://vasl-templates.org/services/roar/1370
ABTF6,"Just In Case","A Bridge Too Far",British,11,German,2,https://vasl-templates.org/services/roar/1371
ABTF7,"Among the Bravest","A Bridge Too Far",British,17,German,25,https://vasl-templates.org/services/roar/1372
ABTF8,"God Save the King!","A Bridge Too Far",British,2,German,13,https://vasl-templates.org/services/roar/1367
ABTF9,"Please Hurry","A Bridge Too Far",British,1,German,9,https://vasl-templates.org/services/roar/1373
"ABTF CG-I","Block by Bloody Block","A Bridge Too Far",German,5,British,0,https://vasl-templates.org/services/roar/1374
"ABTF CG-II","A Dark and Fateful Day","A Bridge Too Far",British,0,German,1,https://vasl-templates.org/services/roar/1375
"ABTF CG-III","A Bridge Too Far","A Bridge Too Far",German,22,British,4,https://vasl-templates.org/services/roar/1376
BRT1,"The Hawk","Blood Reef: Tarawa",American,42,Japanese,35,https://vasl-templates.org/services/roar/1377
BRT2,"China Girl","Blood Reef: Tarawa",American,9,Japanese,27,https://vasl-templates.org/services/roar/1378
BRT3,"Ryan's Orphans","Blood Reef: Tarawa",Japanese,30,American,6,https://vasl-templates.org/services/roar/1379
BRT4,Rikusentai,"Blood Reef: Tarawa",Japanese,17,American,16,https://vasl-templates.org/services/roar/1380
BRT5,"Hell Wouldn't Have It","Blood Reef: Tarawa",Japanese,9,American,6,https://vasl-templates.org/services/roar/1381
BRT6,"A Legend is Born","Blood Reef: Tarawa",American,7,Japanese,11,https://vasl-templates.org/services/roar/1382
BRT7,"Didn't Have to be There","Blood Reef: Tarawa",Japanese,26,American,25,https://vasl-templates.org/services/roar/1383
"BRT CG-I","A Hell of a Way to Die","Blood Reef: Tarawa",American,0,Japanese,2,https://vasl-templates.org/services/roar/1384
"BRT CG-II","A Special Valor","Blood Reef: Tarawa",American,1,Japanese,2,https://vasl-templates.org/services/roar/1385
"BRT CG-III","Utmost Savagery","Blood Reef: Tarawa",American,9,Japanese,6,https://vasl-templates.org/services/roar/1386
91,"Ad Hoc at Beaurains","For King and Country",British,6,German,3,https://vasl-templates.org/services/roar/2496
92,"Stand Fast the Guards","For King and Country",British,1,German,9,https://vasl-templates.org/services/roar/2497
93,"Tavronitis Bridge","For King and Country","New Zealand",26,German,33,https://vasl-templates.org/services/roar/2498
94,"Bofors Bashing","For King and Country",German,7,British,21,https://vasl-templates.org/services/roar/2499
95,"Descent Into Hell","For King and Country",German,3,British,13,https://vasl-templates.org/services/roar/2500
